user_id,recency,frequency,monetary,R,F,M,RFM_Score,Segment
49673,19,3,562.5,3,1,1,311,"Low Spenders, Less Active"
49698,9,6,599000,4,1,4,414,Big Spenders
49724,32,9,42785.71429,3,2,1,321,"Low Spenders, Less Active"
49743,33,12,46076.92308,3,2,1,321,"Low Spenders, Less Active"
49747,72,2,1125,2,1,1,211,"Low Spenders, Less Active"
49753,39,12,15307.69231,3,2,1,321,"Low Spenders, Less Active"
49766,99,2,2250,1,1,1,111,Lost Cheap User
49776,2,28,33277.77778,4,3,1,431,"Low Spenders, Most Active"
49786,59,10,19900,2,2,1,221,"Low Spenders, Less Active"
49787,63,19,1000,2,2,1,221,"Low Spenders, Less Active"
49832,1,4,11055.55556,4,1,1,411,"Low Spenders, Less Active"
49833,4,8,33277.77778,4,1,1,411,"Low Spenders, Less Active"
49836,0,0,23000,4,1,1,411,"Low Spenders, Less Active"
49850,97,11,52000,1,2,1,121,"Low Spenders, Less Active"
49856,120,1,199000,1,1,3,113,"High Spenders, Less Active"
49867,55,2,44222.22222,2,1,1,211,"Low Spenders, Less Active"
49880,18,4,39933.33333,4,1,1,411,"Low Spenders, Less Active"
49882,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
49903,35,14,15307.69231,3,2,1,321,"Low Spenders, Less Active"
49914,32,4,86857.14286,3,1,2,312,"Low Spenders, Less Active"
49915,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
49924,17,14,33266.66667,4,2,1,421,"Low Spenders, Less Active"
49930,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
49933,7,13,23411.76471,4,2,1,421,"Low Spenders, Less Active"
49936,53,6,45000,2,1,1,211,"Low Spenders, Less Active"
49938,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
49995,4,22,15307.69231,4,2,1,421,"Low Spenders, Less Active"
50005,3,30,27722.22222,4,3,1,431,"Low Spenders, Most Active"
50013,53,8,18090.90909,2,1,1,211,"Low Spenders, Less Active"
50043,72,19,24875,2,2,1,221,"Low Spenders, Less Active"
50045,1,8,11055.55556,4,1,1,411,"Low Spenders, Less Active"
50055,11,16,18705.88235,4,2,1,421,"Low Spenders, Less Active"
50060,116,18,149000,1,2,2,122,"Low Spenders, Less Active"
50090,8,9,23941.17647,4,2,1,421,"Low Spenders, Less Active"
50104,57,4,19900,2,1,1,211,"Low Spenders, Less Active"
50133,1,6,19333.33333,4,1,1,411,"Low Spenders, Less Active"
50141,11,1,24875,4,1,1,411,"Low Spenders, Less Active"
50150,12,10,28428.57143,4,2,1,421,"Low Spenders, Less Active"
50157,6,11,44000,4,2,1,421,"Low Spenders, Less Active"
50164,3,17,35764.70588,4,2,1,421,"Low Spenders, Less Active"
50189,13,21,13000,4,2,1,421,"Low Spenders, Less Active"
50190,47,8,36181.81818,3,1,1,311,"Low Spenders, Less Active"
50205,4,5,33777.77778,4,1,1,411,"Low Spenders, Less Active"
50229,7,14,21058.82353,4,2,1,421,"Low Spenders, Less Active"
50238,3,19,17666.66667,4,2,1,421,"Low Spenders, Less Active"
50243,32,2,4153.846154,3,1,1,311,"Low Spenders, Less Active"
50248,124,8,9000,1,1,1,111,Lost Cheap User
50261,3,3,35833.33333,4,1,1,411,"Low Spenders, Less Active"
50278,7,13,15307.69231,4,2,1,421,"Low Spenders, Less Active"
50281,85,7,63600,2,1,1,211,"Low Spenders, Less Active"
50310,49,7,18090.90909,3,1,1,311,"Low Spenders, Less Active"
50321,17,13,37437.5,4,2,1,421,"Low Spenders, Less Active"
50348,23,7,18090.90909,3,1,1,311,"Low Spenders, Less Active"
50349,7,13,35235.29412,4,2,1,421,"Low Spenders, Less Active"
50362,23,16,13266.66667,3,2,1,321,"Low Spenders, Less Active"
50379,79,3,1285.714286,2,1,1,211,"Low Spenders, Less Active"
50404,108,19,66333.33333,1,2,1,121,"Low Spenders, Less Active"
50408,112,10,74500,1,2,2,122,"Low Spenders, Less Active"
50409,87,6,1500,2,1,1,211,"Low Spenders, Less Active"
50410,5,9,11705.88235,4,2,1,421,"Low Spenders, Less Active"
50427,100,1,2250,1,1,1,111,Lost Cheap User
50438,4,19,33777.77778,4,2,1,421,"Low Spenders, Less Active"
50465,20,8,26533.33333,3,1,1,311,"Low Spenders, Less Active"
50470,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
50478,105,22,249500,1,2,3,123,"High Spenders, Less Active"
50480,86,3,33166.66667,2,1,1,211,"Low Spenders, Less Active"
50491,122,8,27000,1,1,1,111,Lost Cheap User
50494,124,1,9000,1,1,1,111,Lost Cheap User
50501,90,2,31600,2,1,1,211,"Low Spenders, Less Active"
50511,7,13,20294.11765,4,2,1,421,"Low Spenders, Less Active"
50546,93,9,149750,1,2,2,122,"Low Spenders, Less Active"
50553,83,12,33166.66667,2,2,1,221,"Low Spenders, Less Active"
50558,1,26,34388.88889,4,3,1,431,"Low Spenders, Most Active"
50564,1,17,44833.33333,4,2,1,421,"Low Spenders, Less Active"
50565,3,3,44333.33333,4,1,1,411,"Low Spenders, Less Active"
50566,1,9,11055.55556,4,2,1,421,"Low Spenders, Less Active"
50594,3,31,33277.77778,4,3,1,431,"Low Spenders, Most Active"
50599,10,4,35235.29412,4,1,1,411,"Low Spenders, Less Active"
50621,12,25,24875,4,3,1,431,"Low Spenders, Most Active"
50628,54,6,39800,2,1,1,211,"Low Spenders, Less Active"
50642,15,26,31187.5,4,3,1,431,"Low Spenders, Most Active"
50654,32,5,12230.76923,3,1,1,311,"Low Spenders, Less Active"
50685,48,76,18090.90909,3,4,1,341,"Low Spenders, Most Active"
50695,122,2,149000,1,1,2,112,Lost Cheap User
50697,18,21,13266.66667,4,2,1,421,"Low Spenders, Less Active"
50700,105,13,115000,1,2,2,122,"Low Spenders, Less Active"
50710,58,10,15900,2,2,1,221,"Low Spenders, Less Active"
50731,58,11,19900,2,2,1,221,"Low Spenders, Less Active"
50757,54,13,19900,2,2,1,221,"Low Spenders, Less Active"
50782,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
50785,19,15,13266.66667,3,2,1,321,"Low Spenders, Less Active"
50816,4,18,29352.94118,4,2,1,421,"Low Spenders, Less Active"
50823,2,11,23411.76471,4,2,1,421,"Low Spenders, Less Active"
50860,97,10,124750,1,2,2,122,"Low Spenders, Less Active"
50876,0,0,599000,4,1,4,414,Big Spenders
50922,37,6,15307.69231,3,1,1,311,"Low Spenders, Less Active"
50934,2,16,38117.64706,4,2,1,421,"Low Spenders, Less Active"
50950,13,2,443000,4,1,4,414,Big Spenders
50963,24,6,99833.33333,3,1,2,312,"Low Spenders, Less Active"
51010,1,14,23941.17647,4,2,1,421,"Low Spenders, Less Active"
51017,117,5,45000,1,1,1,111,Lost Cheap User
51028,1,28,88000,4,3,2,432,"Low Spenders, Most Active"
51036,0,0,199000,4,1,3,413,"High Spenders, Less Active"
51041,36,25,15307.69231,3,3,1,331,"Low Spenders, Most Active"
51046,51,4,19900,2,1,1,211,"Low Spenders, Less Active"
51059,97,2,49666.66667,1,1,1,111,Lost Cheap User
51060,77,6,28428.57143,2,1,1,211,"Low Spenders, Less Active"
51068,104,6,4500,1,1,1,111,Lost Cheap User
51094,37,4,21083.33333,3,1,1,311,"Low Spenders, Less Active"
51134,121,2,599000,1,1,4,114,"Big Spenders, Less active"
51140,121,2,45000,1,1,1,111,Lost Cheap User
51173,2,3,44000,4,1,1,411,"Low Spenders, Less Active"
51191,28,2,1285.714286,3,1,1,311,"Low Spenders, Less Active"
51194,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
51201,10,23,49875,4,2,1,421,"Low Spenders, Less Active"
51211,7,5,2647.058824,4,1,1,411,"Low Spenders, Less Active"
51220,116,14,208000,1,2,3,123,"High Spenders, Less Active"
51242,116,15,9000,1,2,1,121,"Low Spenders, Less Active"
51244,28,10,11250,3,2,1,321,"Low Spenders, Less Active"
51256,13,1,59000,4,1,1,411,"Low Spenders, Less Active"
51284,9,11,12437.5,4,2,1,421,"Low Spenders, Less Active"
51301,1,17,54117.64706,4,2,1,421,"Low Spenders, Less Active"
51316,8,46,51000,4,3,1,431,"Low Spenders, Most Active"
51362,1,7,4000,4,1,1,411,"Low Spenders, Less Active"
51365,0,0,99000,4,1,2,412,"Low Spenders, Less Active"
51369,15,18,39800,4,2,1,421,"Low Spenders, Less Active"
51370,79,21,31800,2,2,1,221,"Low Spenders, Less Active"
51373,0,0,180000,4,1,3,413,"High Spenders, Less Active"
51377,109,5,9000,1,1,1,111,Lost Cheap User
51382,4,6,44000,4,1,1,411,"Low Spenders, Less Active"
51383,1,18,39941.17647,4,2,1,421,"Low Spenders, Less Active"
51488,28,10,53214.28571,3,2,1,321,"Low Spenders, Less Active"
51489,42,37,55272.72727,3,3,1,331,"Low Spenders, Most Active"
51523,3,34,24875,4,3,1,431,"Low Spenders, Most Active"
51555,62,1,21285.71429,2,1,1,211,"Low Spenders, Less Active"
51562,115,52,199000,1,4,3,143,"Low Spenders, Most Active"
51582,118,2,9000,1,1,1,111,Lost Cheap User
51586,1,5,18090.90909,4,1,1,411,"Low Spenders, Less Active"
51599,1,14,11705.88235,4,2,1,421,"Low Spenders, Less Active"
51616,1,55,46941.17647,4,4,1,441,"Low Spenders, Most Active"
51649,85,12,199000,2,2,3,223,"High Spenders, Less Active"
51658,8,13,15307.69231,4,2,1,421,"Low Spenders, Less Active"
51670,114,29,599000,1,3,4,134,Big Spenders
51702,1,20,23411.76471,4,2,1,421,"Low Spenders, Less Active"
51713,3,10,35235.29412,4,2,1,421,"Low Spenders, Less Active"
51716,75,4,124666.6667,2,1,2,212,"Low Spenders, Less Active"
51728,118,7,599000,1,1,4,114,"Big Spenders, Less active"
51730,58,4,49750,2,1,1,211,"Low Spenders, Less Active"
51798,3,30,11705.88235,4,3,1,431,"Low Spenders, Most Active"
51803,109,13,9000,1,2,1,121,"Low Spenders, Less Active"
51816,6,19,37437.5,4,2,1,421,"Low Spenders, Less Active"
51828,100,1,49666.66667,1,1,1,111,Lost Cheap User
51833,47,5,14900,3,1,1,311,"Low Spenders, Less Active"
51836,60,9,17666.66667,2,2,1,221,"Low Spenders, Less Active"
51846,118,10,9000,1,2,1,121,"Low Spenders, Less Active"
51847,4,12,35235.29412,4,2,1,421,"Low Spenders, Less Active"
51854,16,11,39933.33333,4,2,1,421,"Low Spenders, Less Active"
51857,2,38,23411.76471,4,3,1,431,"Low Spenders, Most Active"
51862,86,22,119800,2,2,2,222,"Low Spenders, Less Active"
51937,27,7,818.1818182,3,1,1,311,"Low Spenders, Less Active"
51938,1,21,85571.42857,4,2,2,422,"Low Spenders, Less Active"
51976,18,4,11357.14286,4,1,1,411,"Low Spenders, Less Active"
51998,76,4,9000,2,1,1,211,"Low Spenders, Less Active"
52011,2,5,12437.5,4,1,1,411,"Low Spenders, Less Active"
52016,30,3,692.3076923,3,1,1,311,"Low Spenders, Less Active"
52043,0,0,45000,4,1,1,411,"Low Spenders, Less Active"
52047,87,5,29800,2,1,1,211,"Low Spenders, Less Active"
52051,99,11,97000,1,2,2,122,"Low Spenders, Less Active"
52073,36,8,49916.66667,3,1,1,311,"Low Spenders, Less Active"
52074,5,16,33400,4,2,1,421,"Low Spenders, Less Active"
52091,4,8,35235.29412,4,1,1,411,"Low Spenders, Less Active"
52098,59,1,1000,2,1,1,211,"Low Spenders, Less Active"
52126,3,7,12437.5,4,1,1,411,"Low Spenders, Less Active"
52130,44,5,28909.09091,3,1,1,311,"Low Spenders, Less Active"
52133,54,1,18625,2,1,1,211,"Low Spenders, Less Active"
52136,29,18,38384.61538,3,2,1,321,"Low Spenders, Less Active"
52148,2,14,11705.88235,4,2,1,421,"Low Spenders, Less Active"
52155,1,23,529.4117647,4,2,1,421,"Low Spenders, Less Active"
52158,7,1,9875,4,1,1,411,"Low Spenders, Less Active"
52202,99,20,174000,1,2,3,123,"High Spenders, Less Active"
52207,116,5,9000,1,1,1,111,Lost Cheap User
52237,5,6,13000,4,1,1,411,"Low Spenders, Less Active"
52248,96,2,66333.33333,1,1,1,111,Lost Cheap User
52288,113,2,199000,1,1,3,113,"High Spenders, Less Active"
52298,1,11,24875,4,2,1,421,"Low Spenders, Less Active"
52317,12,15,39933.33333,4,2,1,421,"Low Spenders, Less Active"
52343,55,14,119800,2,2,2,222,"Low Spenders, Less Active"
52356,108,8,599000,1,1,4,114,"Big Spenders, Less active"
52376,1,44,23411.76471,4,3,1,431,"Low Spenders, Most Active"
52422,0,0,63000,4,1,1,411,"Low Spenders, Less Active"
52448,0,0,599000,4,1,4,414,Big Spenders
52471,9,8,53200,4,1,1,411,"Low Spenders, Less Active"
52484,98,19,90000,1,2,2,122,"Low Spenders, Less Active"
52500,73,1,1285.714286,2,1,1,211,"Low Spenders, Less Active"
52502,12,2,110454.5455,4,1,2,412,"Low Spenders, Less Active"
52526,0,0,199000,4,1,3,413,"High Spenders, Less Active"
52531,87,15,49750,2,2,1,221,"Low Spenders, Less Active"
52551,6,7,12437.5,4,1,1,411,"Low Spenders, Less Active"
52564,103,3,599000,1,1,4,114,"Big Spenders, Less active"
52572,7,17,37437.5,4,2,1,421,"Low Spenders, Less Active"
52587,62,7,85571.42857,2,1,2,212,"Low Spenders, Less Active"
52605,27,2,49916.66667,3,1,1,311,"Low Spenders, Less Active"
52623,44,7,18909.09091,3,1,1,311,"Low Spenders, Less Active"
52693,7,12,26000,4,2,1,421,"Low Spenders, Less Active"
52705,85,4,29800,2,1,1,211,"Low Spenders, Less Active"
52706,4,56,75437.5,4,4,2,442,"High Spenders, Most Active"
52733,29,16,15307.69231,3,2,1,321,"Low Spenders, Less Active"
52750,80,8,199000,2,1,3,213,"High Spenders, Less Active"
52776,79,4,59600,2,1,1,211,"Low Spenders, Less Active"
52779,61,11,12375,2,2,1,221,"Low Spenders, Less Active"
52811,42,0,818.1818182,3,1,1,311,"Low Spenders, Less Active"
52827,3,29,24875,4,3,1,431,"Low Spenders, Most Active"
52888,82,10,49750,2,2,1,221,"Low Spenders, Less Active"
52899,30,2,26538.46154,3,1,1,311,"Low Spenders, Less Active"
52900,39,2,54454.54545,3,1,1,311,"Low Spenders, Less Active"
52905,32,5,49916.66667,3,1,1,311,"Low Spenders, Less Active"
52915,89,13,398000,2,2,3,223,"High Spenders, Less Active"
52941,9,14,37437.5,4,2,1,421,"Low Spenders, Less Active"
52959,70,32,7714.285714,2,3,1,231,Churn User
52976,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
53000,42,6,37000,3,1,1,311,"Low Spenders, Less Active"
53009,23,2,24461.53846,3,1,1,311,"Low Spenders, Less Active"
53043,63,1,2250,2,1,1,211,"Low Spenders, Less Active"
53056,18,5,642.8571429,4,1,1,411,"Low Spenders, Less Active"
53077,26,1,49900,3,1,1,311,"Low Spenders, Less Active"
53090,0,0,27000,4,1,1,411,"Low Spenders, Less Active"
53091,45,8,59900,3,1,1,311,"Low Spenders, Less Active"
53093,6,9,37437.5,4,2,1,421,"Low Spenders, Less Active"
53236,83,11,79600,2,2,2,222,"Low Spenders, Less Active"
53249,3,8,31687.5,4,1,1,411,"Low Spenders, Less Active"
53251,92,6,4500,1,1,1,111,Lost Cheap User
53265,98,9,49666.66667,1,2,1,121,"Low Spenders, Less Active"
53280,67,5,66333.33333,2,1,1,211,"Low Spenders, Less Active"
53292,78,25,26500,2,3,1,231,Churn User
53301,25,5,66555.55556,3,1,1,311,"Low Spenders, Less Active"
53315,112,2,9000,1,1,1,111,Lost Cheap User
53322,6,27,26533.33333,4,3,1,431,"Low Spenders, Most Active"
53355,103,14,9000,1,2,1,121,"Low Spenders, Less Active"
53367,50,2,1000,3,1,1,311,"Low Spenders, Less Active"
53372,0,0,149000,4,1,2,412,"Low Spenders, Less Active"
53385,0,0,18000,4,1,1,411,"Low Spenders, Less Active"
53400,78,21,5400,2,2,1,221,"Low Spenders, Less Active"
53405,25,6,12230.76923,3,1,1,311,"Low Spenders, Less Active"
53411,0,0,149000,4,1,2,412,"Low Spenders, Less Active"
53442,44,2,31800,3,1,1,311,"Low Spenders, Less Active"
53460,113,7,9000,1,1,1,111,Lost Cheap User
53462,14,5,13866.66667,4,1,1,411,"Low Spenders, Less Active"
53476,23,19,22111.11111,3,2,1,321,"Low Spenders, Less Active"
53483,3,15,37437.5,4,2,1,421,"Low Spenders, Less Active"
53507,22,3,46076.92308,3,1,1,311,"Low Spenders, Less Active"
53510,2,25,26533.33333,4,3,1,431,"Low Spenders, Most Active"
53511,59,4,1500,2,1,1,211,"Low Spenders, Less Active"
53528,1,24,37437.5,4,3,1,431,"Low Spenders, Most Active"
53533,62,2,71285.71429,2,1,1,211,"Low Spenders, Less Active"
53536,1,37,37437.5,4,3,1,431,"Low Spenders, Most Active"
53561,0,0,158000,4,1,2,412,"Low Spenders, Less Active"
53570,4,21,37437.5,4,2,1,421,"Low Spenders, Less Active"
53571,49,12,22111.11111,3,2,1,321,"Low Spenders, Less Active"
53579,15,16,14214.28571,4,2,1,421,"Low Spenders, Less Active"
53593,59,12,74875,2,2,2,222,"Low Spenders, Less Active"
53648,2,19,37437.5,4,2,1,421,"Low Spenders, Less Active"
53651,84,3,4500,2,1,1,211,"Low Spenders, Less Active"
53687,110,5,18000,1,1,1,111,Lost Cheap User
53691,98,4,3000,1,1,1,111,Lost Cheap User
53693,75,13,58000,2,2,1,221,"Low Spenders, Less Active"
53725,0,0,149000,4,1,2,412,"Low Spenders, Less Active"
53728,14,4,42785.71429,4,1,1,411,"Low Spenders, Less Active"
53739,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
53747,55,1,1125,2,1,1,211,"Low Spenders, Less Active"
53748,105,12,289000,1,2,3,123,"High Spenders, Less Active"
53779,2,19,24875,4,2,1,421,"Low Spenders, Less Active"
53806,11,6,42785.71429,4,1,1,411,"Low Spenders, Less Active"
53826,2,17,43625,4,2,1,421,"Low Spenders, Less Active"
53852,22,11,30615.38462,3,2,1,321,"Low Spenders, Less Active"
53861,86,6,37250,2,1,1,211,"Low Spenders, Less Active"
53875,7,15,66555.55556,4,2,1,421,"Low Spenders, Less Active"
53883,4,15,35642.85714,4,2,1,421,"Low Spenders, Less Active"
53884,1,17,52750,4,2,1,421,"Low Spenders, Less Active"
53887,50,11,2000,3,2,1,321,"Low Spenders, Less Active"
53889,2,12,57538.46154,4,2,1,421,"Low Spenders, Less Active"
53915,14,11,21285.71429,4,2,1,421,"Low Spenders, Less Active"
53932,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
53942,67,4,99833.33333,2,1,2,212,"Low Spenders, Less Active"
53955,78,9,69600,2,2,1,221,"Low Spenders, Less Active"
53965,22,20,30615.38462,3,2,1,321,"Low Spenders, Less Active"
53967,9,6,13866.66667,4,1,1,411,"Low Spenders, Less Active"
53971,13,13,14857.14286,4,2,1,421,"Low Spenders, Less Active"
53986,111,2,9000,1,1,1,111,Lost Cheap User
53997,0,0,45000,4,1,1,411,"Low Spenders, Less Active"
54009,0,0,199000,4,1,3,413,"High Spenders, Less Active"
54012,0,0,199000,4,1,3,413,"High Spenders, Less Active"
54063,86,2,9000,2,1,1,211,"Low Spenders, Less Active"
54069,92,56,99500,1,4,2,142,"Low Spenders, Most Active"
54079,55,16,43125,2,2,1,221,"Low Spenders, Less Active"
54086,3,82,39933.33333,4,4,1,441,"Low Spenders, Most Active"
54093,109,3,45000,1,1,1,111,Lost Cheap User
54104,4,34,25437.5,4,3,1,431,"Low Spenders, Most Active"
54113,104,29,9000,1,3,1,131,Churn User
54114,74,2,6000,2,1,1,211,"Low Spenders, Less Active"
54123,18,3,642.8571429,4,1,1,411,"Low Spenders, Less Active"
54130,73,1,199666.6667,2,1,3,213,"High Spenders, Less Active"
54144,26,4,1500,3,1,1,311,"Low Spenders, Less Active"
54162,43,2,19900,3,1,1,311,"Low Spenders, Less Active"
54227,43,0,900,3,1,1,311,"Low Spenders, Less Active"
54237,98,6,4500,1,1,1,111,Lost Cheap User
54239,23,3,18090.90909,3,1,1,311,"Low Spenders, Less Active"
54295,1,31,37437.5,4,3,1,431,"Low Spenders, Most Active"
54301,110,6,54000,1,1,1,111,Lost Cheap User
54304,27,24,59900,3,3,1,331,"Low Spenders, Most Active"
54327,92,9,3000,1,2,1,121,"Low Spenders, Less Active"
54339,37,4,108909.0909,3,1,2,312,"Low Spenders, Less Active"
54363,80,4,3600,2,1,1,211,"Low Spenders, Less Active"
54393,2,5,24875,4,1,1,411,"Low Spenders, Less Active"
54406,2,16,562.5,4,2,1,421,"Low Spenders, Less Active"
54408,42,5,14900,3,1,1,311,"Low Spenders, Less Active"
54423,15,6,45363.63636,4,1,1,411,"Low Spenders, Less Active"
54434,14,11,12000,4,2,1,421,"Low Spenders, Less Active"
54447,86,7,199666.6667,2,1,3,213,"High Spenders, Less Active"
54492,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
54497,49,9,44222.22222,3,2,1,321,"Low Spenders, Less Active"
54530,68,10,21000,2,2,1,221,"Low Spenders, Less Active"
54541,40,9,19900,3,2,1,321,"Low Spenders, Less Active"
54544,4,13,26533.33333,4,2,1,421,"Low Spenders, Less Active"
54556,109,7,149000,1,1,2,112,Lost Cheap User
54570,4,9,43428.57143,4,2,1,421,"Low Spenders, Less Active"
54575,5,11,26533.33333,4,2,1,421,"Low Spenders, Less Active"
54576,1,15,39933.33333,4,2,1,421,"Low Spenders, Less Active"
54583,8,11,35642.85714,4,2,1,421,"Low Spenders, Less Active"
54625,0,0,45000,4,1,1,411,"Low Spenders, Less Active"
54628,39,1,14900,3,1,1,311,"Low Spenders, Less Active"
54629,57,2,18000,2,1,1,211,"Low Spenders, Less Active"
54637,40,8,21700,3,1,1,311,"Low Spenders, Less Active"
54668,0,0,149000,4,1,2,412,"Low Spenders, Less Active"
54687,11,12,35642.85714,4,2,1,421,"Low Spenders, Less Active"
54693,69,11,39800,2,2,1,221,"Low Spenders, Less Active"
54711,16,12,24000,4,2,1,421,"Low Spenders, Less Active"
54714,65,2,28428.57143,2,1,1,211,"Low Spenders, Less Active"
54729,52,19,19875,2,2,1,221,"Low Spenders, Less Active"
54731,49,15,23111.11111,3,2,1,321,"Low Spenders, Less Active"
54746,1,43,39933.33333,4,3,1,431,"Low Spenders, Most Active"
54759,0,0,149000,4,1,2,412,"Low Spenders, Less Active"
54781,19,4,17000,3,1,1,311,"Low Spenders, Less Active"
54794,68,15,34666.66667,2,2,1,221,"Low Spenders, Less Active"
54804,12,17,49285.71429,4,2,1,421,"Low Spenders, Less Active"
54812,56,7,149000,2,1,2,212,"Low Spenders, Less Active"
54825,16,2,1928.571429,4,1,1,411,"Low Spenders, Less Active"
54833,31,2,18090.90909,3,1,1,311,"Low Spenders, Less Active"
54836,1,44,23111.11111,4,3,1,431,"Low Spenders, Most Active"
54839,3,12,26533.33333,4,2,1,421,"Low Spenders, Less Active"
54853,3,24,199000,4,3,3,433,"High Spenders, Most Active"
54875,1,13,22111.11111,4,2,1,421,"Low Spenders, Less Active"
54916,3,4,26533.33333,4,1,1,411,"Low Spenders, Less Active"
54937,63,1,599000,2,1,4,214,Big Spenders
54969,41,12,22111.11111,3,2,1,321,"Low Spenders, Less Active"
54980,3,24,53200,4,3,1,431,"Low Spenders, Most Active"
55033,94,12,4500,1,2,1,121,"Low Spenders, Less Active"
55043,2,22,39933.33333,4,2,1,421,"Low Spenders, Less Active"
55069,105,21,18000,1,2,1,121,"Low Spenders, Less Active"
55091,5,6,39933.33333,4,1,1,411,"Low Spenders, Less Active"
55159,69,2,199000,2,1,3,213,"High Spenders, Less Active"
55204,35,1,6750,3,1,1,311,"Low Spenders, Less Active"
55224,14,13,22714.28571,4,2,1,421,"Low Spenders, Less Active"
55230,63,4,21285.71429,2,1,1,211,"Low Spenders, Less Active"
55253,52,4,24250,2,1,1,211,"Low Spenders, Less Active"
55268,42,3,1800,3,1,1,311,"Low Spenders, Less Active"
55285,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
55312,37,1,900,3,1,1,311,"Low Spenders, Less Active"
55320,2,14,129733.3333,4,2,2,422,"Low Spenders, Less Active"
55324,46,7,43500,3,1,1,311,"Low Spenders, Less Active"
55353,8,6,28428.57143,4,1,1,411,"Low Spenders, Less Active"
55370,39,2,22111.11111,3,1,1,311,"Low Spenders, Less Active"
55383,106,7,9000,1,1,1,111,Lost Cheap User
55387,33,16,18090.90909,3,2,1,321,"Low Spenders, Less Active"
55391,1,20,21200,4,2,1,421,"Low Spenders, Less Active"
55415,3,12,33866.66667,4,2,1,421,"Low Spenders, Less Active"
55420,3,34,27133.33333,4,3,1,431,"Low Spenders, Most Active"
55425,81,4,49750,2,1,1,211,"Low Spenders, Less Active"
55436,21,18,46076.92308,3,2,1,321,"Low Spenders, Less Active"
55447,22,13,16583.33333,3,2,1,321,"Low Spenders, Less Active"
55461,0,0,45000,4,1,1,411,"Low Spenders, Less Active"
55465,106,1,149000,1,1,2,112,Lost Cheap User
55473,23,13,52416.66667,3,2,1,321,"Low Spenders, Less Active"
55484,0,0,194000,4,1,3,413,"High Spenders, Less Active"
55520,0,0,45000,4,1,1,411,"Low Spenders, Less Active"
55532,39,6,59900,3,1,1,311,"Low Spenders, Less Active"
55540,0,0,194000,4,1,3,413,"High Spenders, Less Active"
55546,2,3,39933.33333,4,1,1,411,"Low Spenders, Less Active"
55558,0,0,599000,4,1,4,414,Big Spenders
55589,23,6,16583.33333,3,1,1,311,"Low Spenders, Less Active"
55593,0,0,599000,4,1,4,414,Big Spenders
55609,4,5,38857.14286,4,1,1,411,"Low Spenders, Less Active"
55612,77,2,3600,2,1,1,211,"Low Spenders, Less Active"
55615,9,11,9000,4,2,1,421,"Low Spenders, Less Active"
55619,93,16,31500,1,2,1,121,"Low Spenders, Less Active"
55621,7,6,16666.66667,4,1,1,411,"Low Spenders, Less Active"
55632,98,2,4500,1,1,1,111,Lost Cheap User
55674,2,22,15666.66667,4,2,1,421,"Low Spenders, Less Active"
55735,100,10,599000,1,2,4,124,Big Spenders
55794,78,13,2250,2,2,1,221,"Low Spenders, Less Active"
55799,46,4,24111.11111,3,1,1,311,"Low Spenders, Less Active"
55807,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
55810,60,6,9000,2,1,1,211,"Low Spenders, Less Active"
55818,12,26,42785.71429,4,3,1,431,"Low Spenders, Most Active"
55830,12,6,39071.42857,4,1,1,411,"Low Spenders, Less Active"
55836,79,3,2250,2,1,1,211,"Low Spenders, Less Active"
55848,14,18,15307.69231,4,2,1,421,"Low Spenders, Less Active"
55864,0,0,199000,4,1,3,413,"High Spenders, Less Active"
55882,2,10,40533.33333,4,2,1,421,"Low Spenders, Less Active"
55884,102,23,506000,1,2,4,124,Big Spenders
55886,85,1,66333.33333,2,1,1,211,"Low Spenders, Less Active"
55905,39,4,49900,3,1,1,311,"Low Spenders, Less Active"
55918,26,8,33166.66667,3,1,1,311,"Low Spenders, Less Active"
55924,9,6,642.8571429,4,1,1,411,"Low Spenders, Less Active"
55952,12,6,14214.28571,4,1,1,411,"Low Spenders, Less Active"
55976,1,10,24636.36364,4,2,1,421,"Low Spenders, Less Active"
55979,40,9,159000,3,2,2,322,"Low Spenders, Less Active"
55992,93,3,63000,1,1,1,111,Lost Cheap User
55993,100,36,9000,1,3,1,131,Churn User
55999,4,18,11357.14286,4,2,1,421,"Low Spenders, Less Active"
56006,21,1,750,3,1,1,311,"Low Spenders, Less Active"
56009,9,70,14214.28571,4,4,1,441,"Low Spenders, Most Active"
56014,60,28,99833.33333,2,3,2,232,Churn User
56019,23,5,31636.36364,3,1,1,311,"Low Spenders, Less Active"
56043,11,6,39071.42857,4,1,1,411,"Low Spenders, Less Active"
56069,28,3,1636.363636,3,1,1,311,"Low Spenders, Less Active"
56085,99,13,159000,1,2,2,122,"Low Spenders, Less Active"
